username,group_number,outstanding,very_good,good,fair,needs_improvement
uid1,1,100,0,0,0,0
uid4,1,50,50,0,0,0
uid12,1,10,90,0,0,0
uid8,1,50,50,0,0,0
uid15,1,40,50,10,0,0
uid6,1,50,50,0,0,0
uid21,1,30,70,0,0,0
uid17,1,30,50,20,0,0
uid5,1,100,0,0,0,0
uid13,1,90,10,0,0,0
uid18,1,30,40,20,10,0
uid7,1,25,75,0,0,0
uid16,1,0,80,20,0,0
uid11,1,10,60,30,0,0
uid19,1,80,20,0,0,0
uid3,1,10,70,20,0,0
uid10,1,20,50,20,10,0
uid2,1,40,35,25,0,0
uid9,1,90,10,0,0,0
uid20,1,0,70,30,0,0
uid6,2,20,50,30,0,0
uid18,2,0,50,40,10,0
uid15,2,0,80,20,0,0
uid8,2,0,50,50,0,0
uid12,2,90,10,0,0,0
uid1,3,100,0,0,0,0
uid7,2,0,50,50,0,0
uid3,2,10,80,10,0,0
uid5,2,100,0,0,0,0
uid2,2,60,40,0,0,0
uid13,2,0,80,20,0,0
uid21,2,0,50,30,20,0
uid14,1,50,50,0,0,0
uid11,2,0,20,70,10,0
uid17,2,20,30,50,0,0
uid4,2,50,50,0,0,0
uid16,2,10,90,0,0,0
uid20,2,0,15,70,15,0
uid14,2,0,50,50,0,0
uid10,2,10,30,50,10,0
uid19,2,0,50,50,0,0
uid9,2,0,40,60,0,0
uid18,3,30,50,20,0,0
uid8,3,30,20,50,0,0
uid7,3,0,50,50,0,0
uid12,3,50,50,0,0,0
uid2,6,80,20,0,0,0
uid11,3,0,20,50,30,0
uid16,3,30,70,0,0,0
uid15,3,95,5,0,0,0
uid14,3,0,25,50,25,0
uid13,3,10,90,0,0,0
uid21,3,20,50,30,0,0
uid17,3,10,60,30,0,0
uid3,3,5,75,20,0,0
uid10,3,10,30,50,10,0
uid20,3,0,10,40,50,0
uid4,3,25,50,25,0,0
uid19,3,0,70,30,0,0
uid9,3,40,60,0,0,0
uid6,3,80,20,0,0,0
uid6,4,0,50,50,0,0
uid4,4,25,50,25,0,0
uid12,4,90,10,0,0,0
uid8,4,10,50,40,0,0
uid3,4,10,80,10,0,0
uid10,4,50,50,0,0,0
uid14,4,0,0,80,20,0
uid11,4,0,0,60,40,0
uid21,4,20,50,30,0,0
uid19,4,0,0,50,50,0
uid15,4,100,0,0,0,0
uid18,4,100,0,0,0,0
uid17,4,0,50,50,0,0
uid13,4,0,90,10,0,0
uid20,4,0,10,20,70,0
uid7,4,0,0,75,25,0
uid1,4,30,50,20,0,0
uid2,4,0,20,40,40,0
uid9,4,20,60,20,0,0
uid5,4,10,90,0,0,0
uid5,3,100,0,0,0,0
uid16,4,90,10,0,0,0
uid1,2,20,70,10,0,0
uid18,5,90,10,0,0,0
uid6,5,0,50,50,0,0
uid15,5,30,70,0,0,0
uid14,5,50,50,0,0,0
uid8,5,0,50,50,0,0
uid12,5,80,20,0,0,0
uid17,5,60,40,0,0,0
uid16,5,60,40,0,0,0
uid7,5,80,20,0,0,0
uid13,5,0,70,30,0,0
uid21,5,50,30,20,0,0
uid3,5,55,40,5,0,0
uid10,5,0,30,50,20,0
uid11,5,10,50,30,10,0
uid9,5,50,50,0,0,0
uid20,5,0,45,55,0,0
uid19,5,0,40,60,0,0
uid2,5,0,25,45,30,0
uid5,5,10,90,0,0,0
uid1,5,50,50,0,0,0
uid4,5,50,50,0,0,0
uid12,6,90,10,0,0,0
uid16,6,90,10,0,0,0
uid7,6,80,20,0,0,0
uid6,6,50,50,0,0,0
uid9,6,100,0,0,0,0
uid14,6,0,50,50,0,0
uid13,6,10,90,0,0,0
uid8,6,0,50,50,0,0
uid10,6,70,30,0,0,0
uid4,6,50,50,0,0,0
uid17,6,70,30,0,0,0
uid3,6,50,50,0,0,0
uid15,6,0,80,20,0,0
uid1,6,90,10,0,0,0
uid5,6,100,0,0,0,0
uid21,6,50,30,20,0,0
uid19,6,65,35,0,0,0
uid18,6,40,40,20,0,0
uid2,3,30,40,30,0,0
uid20,6,5,80,15,0,0
uid11,6,50,40,10,0,0
uid6,7,50,50,0,0,0
uid8,7,90,10,0,0,0
uid14,7,0,50,50,0,0
uid12,7,10,90,0,0,0
uid5,7,100,0,0,0,0
uid10,7,50,30,20,0,0
uid17,7,70,30,0,0,0
uid15,7,70,20,10,0,0
uid16,7,30,70,0,0,0
uid21,7,30,50,20,0,0
uid18,7,50,40,10,0,0
uid1,7,60,40,0,0,0
uid19,7,50,50,0,0,0
uid11,7,15,70,15,0,0
uid4,7,25,50,25,0,0
uid9,7,50,50,0,0,0
uid20,7,5,15,75,5,0
uid3,7,70,30,0,0,0
uid2,7,80,20,0,0,0
uid7,7,80,20,0,0,0
uid13,7,90,10,0,0,0
uid6,8,0,50,50,0,0
uid12,8,95,5,0,0,0
uid14,8,50,50,0,0,0
uid8,8,0,0,100,0,0
uid13,8,90,10,0,0,0
uid15,8,10,20,70,0,0
uid18,8,10,50,40,0,0
uid2,8,0,50,30,20,0
uid4,8,50,50,0,0,0
uid7,8,15,70,15,0,0
uid16,8,20,80,0,0,0
uid10,8,10,30,50,10,0
uid5,8,100,0,0,0,0
uid3,8,30,65,5,0,0
uid1,8,80,20,0,0,0
uid19,8,0,90,10,0,0
uid11,8,15,85,0,0,0
uid9,8,50,50,0,0,0
uid20,8,5,45,45,5,0
uid17,8,80,20,0,0,0
uid21,8,50,50,0,0,0
uid6,9,0,50,50,0,0
uid8,9,100,0,0,0,0
uid12,9,100,0,0,0,0
uid9,9,100,0,0,0,0
uid4,9,50,50,0,0,0
uid14,9,0,50,50,0,0
uid13,9,80,10,10,0,0
uid16,9,0,70,30,0,0
uid19,9,0,0,50,50,0
uid18,9,10,30,60,0,0
uid1,9,20,70,10,0,0
uid2,9,0,60,40,0,0
uid7,9,20,30,50,0,0
uid17,9,20,50,30,0,0
uid21,9,45,55,0,0,0
uid11,9,20,40,40,0,0
uid20,9,0,15,40,45,0
uid5,9,100,0,0,0,0
uid10,9,50,50,0,0,0
uid3,9,80,20,0,0,0
uid15,9,10,80,10,0,0
uid6,10,0,50,50,0,0
uid8,10,0,50,50,0,0
uid5,10,100,0,0,0,0
uid18,10,0,0,100,0,0
uid16,10,10,90,0,0,0
uid14,10,0,0,50,50,0
uid17,10,0,30,60,10,0
uid2,10,0,0,40,60,0
uid15,10,3,40,57,0,0
uid9,10,80,20,0,0,0
uid7,10,0,20,70,10,0
uid10,10,40,50,10,0,0
uid21,10,30,40,30,0,0
uid4,10,25,50,25,0,0
uid3,10,5,75,20,0,0
uid1,10,30,60,10,0,0
uid19,10,0,0,40,60,0
uid13,10,0,20,80,0,0
uid11,10,0,0,30,45,25
uid20,10,0,15,60,25,0
uid12,10,0,90,10,0,0
